c array.sh: col:      /home/froleyks/reconf/2022benchmark/benchmark/color04/DSJC250.1.col
c 5.4710: Makespan 119
c 5.5360: Makespan 120
c 5.6030: Makespan 121
c 5.6710: Makespan 122
c 5.7370: Makespan 123
c 5.8050: Makespan 124
c 5.8740: Makespan 125
c 5.9430: Makespan 126
c 6.3680: Makespan 127
c 6.4310: Makespan 128
c 6.4940: Makespan 129
c 6.5590: Makespan 130
c 6.6300: Makespan 131
c 6.7680: Makespan 132
c 6.8420: Makespan 133
c 6.9160: Makespan 134
c 6.9900: Makespan 135
c 7.0760: Makespan 136
c 7.1510: Makespan 137
c 7.2250: Makespan 138
c 7.3020: Makespan 139
c 7.3780: Makespan 140
c 7.4540: Makespan 141
c 7.5310: Makespan 142
c 7.6080: Makespan 143
c 7.6850: Makespan 144
c 7.7640: Makespan 145
c 7.8430: Makespan 146
c 7.9220: Makespan 147
c 8.0020: Makespan 148
c 8.0820: Makespan 149
c 8.1620: Makespan 150
c 8.2430: Makespan 151
c 8.3230: Makespan 152
c 8.4220: Makespan 153
c 8.5050: Makespan 154
c 8.5870: Makespan 155
c 8.6690: Makespan 156
c 8.7520: Makespan 157
c 8.8350: Makespan 158
c 8.9180: Makespan 159
c 9.0030: Makespan 160
c 9.0890: Makespan 161
c 9.1730: Makespan 162
c 9.2600: Makespan 163
c 9.3630: Makespan 164
c 9.4490: Makespan 165
c 9.5370: Makespan 166
c 9.6250: Makespan 167
c 9.7140: Makespan 168
c 9.8040: Makespan 169
c 9.8930: Makespan 170
c 9.9830: Makespan 171
c 10.0740: Makespan 172
c 10.1650: Makespan 173
c 10.2560: Makespan 174
c 10.3500: Makespan 175
c 10.4430: Makespan 176
c 10.5340: Makespan 177
c 10.6290: Makespan 178
c 10.7220: Makespan 179
c 10.8150: Makespan 180
c 11.6820: Makespan 181
c 11.7690: Makespan 182
c 11.8710: Makespan 183
c 11.9660: Makespan 184
c 12.0630: Makespan 185
c 12.1610: Makespan 186
c 12.2600: Makespan 187
c 12.3590: Makespan 188
c 12.5890: Makespan 189
c 18.2330: Makespan 190
c 18.8290: Makespan 191
c 18.9340: Makespan 192
c 19.0450: Makespan 193
c 19.1430: Makespan 194
c 19.2410: Makespan 195
c 19.3390: Makespan 196
c 19.4380: Makespan 197
c 19.5370: Makespan 198
c 19.6370: Makespan 199
c 19.7360: Makespan 200
c 19.8380: Makespan 201
c 19.9390: Makespan 202
c 20.0420: Makespan 203
c 20.1440: Makespan 204
c 20.2510: Makespan 205
c 20.3550: Makespan 206
c 20.4600: Makespan 207
c 20.5720: Makespan 208
c 20.6830: Makespan 209
c 20.7920: Makespan 210
c 20.8980: Makespan 211
c 21.0050: Makespan 212
c 21.1110: Makespan 213
c 21.2180: Makespan 214
c 21.3250: Makespan 215
c 21.4350: Makespan 216
c 21.5430: Makespan 217
c 21.6540: Makespan 218
c 21.7640: Makespan 219
c 21.8740: Makespan 220
c 21.9860: Makespan 221
c 22.0980: Makespan 222
c 22.2090: Makespan 223
c 22.3220: Makespan 224
c 22.4350: Makespan 225
c 22.5470: Makespan 226
c 22.6600: Makespan 227
c 22.7720: Makespan 228
c 22.8860: Makespan 229
c 23.0000: Makespan 230
c 23.1150: Makespan 231
c 23.2290: Makespan 232
c 23.3450: Makespan 233
c 23.4610: Makespan 234
c 23.5810: Makespan 235
c 23.7040: Makespan 236
c 23.8240: Makespan 237
c 23.9580: Makespan 238
c 24.0850: Makespan 239
c 24.2070: Makespan 240
c 24.3350: Makespan 241
c 24.4620: Makespan 242
c 24.5890: Makespan 243
c 24.7170: Makespan 244
c 24.8450: Makespan 245
c 24.9730: Makespan 246
c 25.1020: Makespan 247
c 25.2300: Makespan 248
c 25.3590: Makespan 249
c 25.4890: Makespan 250
c 25.6200: Makespan 251
c 25.7520: Makespan 252
c 25.8850: Makespan 253
c 26.0170: Makespan 254
c 26.1510: Makespan 255
c 26.2840: Makespan 256
c 28.0450: Makespan 257
c 28.1660: Makespan 258
c 28.3120: Makespan 259
c 28.4470: Makespan 260
c 28.5820: Makespan 261
c 28.7180: Makespan 262
c 28.8550: Makespan 263
c 28.9920: Makespan 264
c 29.1290: Makespan 265
c 29.2670: Makespan 266
c 29.4050: Makespan 267
c 29.5440: Makespan 268
c 29.9360: Makespan 269
c 30.0780: Makespan 270
c 30.2190: Makespan 271
c 30.3620: Makespan 272
c 30.5030: Makespan 273
c 30.6440: Makespan 274
c 30.7880: Makespan 275
c 30.9310: Makespan 276
c 31.0740: Makespan 277
c 31.2170: Makespan 278
c 31.3630: Makespan 279
c 31.5080: Makespan 280
c 77.4880: Makespan 281
c 77.9980: Makespan 282
c 78.1410: Makespan 283
c 78.2820: Makespan 284
c 78.4230: Makespan 285
c 78.5640: Makespan 286
c 78.7050: Makespan 287
c 78.8530: Makespan 288
c 79.0050: Makespan 289
c 79.1580: Makespan 290
c 288.9380: Makespan 291
c 289.1550: Makespan 292
c 289.3650: Makespan 293
c 289.5720: Makespan 294
c 289.7760: Makespan 295
c 289.9830: Makespan 296
c 290.1980: Makespan 297
c 290.4150: Makespan 298
c 290.6320: Makespan 299
c 290.8450: Makespan 300
c 291.0570: Makespan 301
c 291.2480: Makespan 302
c 291.4300: Makespan 303
c 291.5920: Makespan 304
c 291.7540: Makespan 305
c 291.9180: Makespan 306
c 292.0850: Makespan 307
c 292.2500: Makespan 308
c 292.4160: Makespan 309
c 292.5940: Makespan 310
c 292.7560: Makespan 311
c 292.9190: Makespan 312
c 293.0880: Makespan 313
c 293.2610: Makespan 314
c 293.4340: Makespan 315
c 293.6090: Makespan 316
c 293.7840: Makespan 317
c 293.9630: Makespan 318
c 294.1410: Makespan 319
c 294.3190: Makespan 320
c 294.4940: Makespan 321
c 294.6570: Makespan 322
c 294.8200: Makespan 323
c 294.9840: Makespan 324
c 295.1480: Makespan 325
c 295.3130: Makespan 326
c 295.4760: Makespan 327
c 295.6500: Makespan 328
c 295.8140: Makespan 329
c 295.9760: Makespan 330
c 296.1500: Makespan 331
c 296.3260: Makespan 332
c 296.5030: Makespan 333
c 296.6790: Makespan 334
c 296.8540: Makespan 335
c 297.0300: Makespan 336
c 297.2070: Makespan 337
c 297.3860: Makespan 338
c 297.5640: Makespan 339
c 297.7420: Makespan 340
c 297.9210: Makespan 341
c 298.0990: Makespan 342
c 298.2780: Makespan 343
c 298.4660: Makespan 344
c 298.6470: Makespan 345
c 298.8270: Makespan 346
c 299.0080: Makespan 347
c 299.1900: Makespan 348
c 299.3730: Makespan 349
c 299.5540: Makespan 350
c 299.7360: Makespan 351
c 299.9190: Makespan 352
c 300.1030: Makespan 353
c 300.2870: Makespan 354
c 300.4710: Makespan 355
c 300.6570: Makespan 356
c 300.8420: Makespan 357
c 301.0280: Makespan 358
c 301.2260: Makespan 359
c 301.4130: Makespan 360
c 301.6010: Makespan 361
c 301.7890: Makespan 362
c 301.9770: Makespan 363
c 305.5130: Makespan 364
c 305.6850: Makespan 365
c 305.8740: Makespan 366
c 306.0660: Makespan 367
c 306.2570: Makespan 368
c 306.4490: Makespan 369
c 306.6400: Makespan 370
c 306.8300: Makespan 371
c 307.0320: Makespan 372
c 307.2220: Makespan 373
c 307.4150: Makespan 374
c 307.6080: Makespan 375
c 307.8030: Makespan 376
c 307.9970: Makespan 377
c 308.1930: Makespan 378
c 308.3880: Makespan 379
c 308.5820: Makespan 380
c 308.7780: Makespan 381
c 309.4770: Makespan 382
c 309.6840: Makespan 383
c 309.8820: Makespan 384
c 310.0810: Makespan 385
c 310.2810: Makespan 386
c 310.4800: Makespan 387
c 310.6800: Makespan 388
c 310.8810: Makespan 389
c 311.0810: Makespan 390
c 311.2800: Makespan 391
c 311.4810: Makespan 392
c 311.6820: Makespan 393
c 311.8860: Makespan 394
c 312.0870: Makespan 395
c 312.2900: Makespan 396
c 312.4980: Makespan 397
c 312.7030: Makespan 398
c 312.9070: Makespan 399
c 313.1140: Makespan 400
c 313.3190: Makespan 401
c 313.5240: Makespan 402
c 313.7300: Makespan 403
c 313.9370: Makespan 404
c 314.1440: Makespan 405
c 314.3510: Makespan 406
c 314.5600: Makespan 407
c 314.7680: Makespan 408
c 348.3420: Makespan 409
c 351.2590: Makespan 410
c 351.4940: Makespan 411
c 351.7370: Makespan 412
c 351.9700: Makespan 413
c 352.1970: Makespan 414
c 352.4160: Makespan 415
c 352.6540: Makespan 416
c 352.8870: Makespan 417
c 353.1050: Makespan 418
c 353.3240: Makespan 419
c 353.5490: Makespan 420
c 353.7690: Makespan 421
c 353.9890: Makespan 422
c 354.2100: Makespan 423
c 354.4320: Makespan 424
c 354.6570: Makespan 425
c 354.8710: Makespan 426
c 355.0860: Makespan 427
c 355.3020: Makespan 428
c 355.5200: Makespan 429
c 355.7360: Makespan 430
c 355.9530: Makespan 431
c 356.1770: Makespan 432
c 356.3960: Makespan 433
c 356.6130: Makespan 434
c 356.8310: Makespan 435
c 357.0500: Makespan 436
c 357.2740: Makespan 437
c 357.4930: Makespan 438
c 357.7140: Makespan 439
c 357.9360: Makespan 440
c 358.1610: Makespan 441
c 358.3870: Makespan 442
c 358.6470: Makespan 443
c 358.9070: Makespan 444
c 359.1520: Makespan 445
c 359.3990: Makespan 446
c 359.6390: Makespan 447
c 359.8710: Makespan 448
c 360.1050: Makespan 449
c 360.3300: Makespan 450
c 360.5560: Makespan 451
c 360.7830: Makespan 452
c 361.0110: Makespan 453
c 361.2390: Makespan 454
c 361.4740: Makespan 455
c 361.7020: Makespan 456
c 361.9310: Makespan 457
c 362.1600: Makespan 458
c 362.3900: Makespan 459
c 362.6210: Makespan 460
c 362.8530: Makespan 461
c 363.0840: Makespan 462
c 363.3150: Makespan 463
c 363.5460: Makespan 464
c 363.7790: Makespan 465
c 364.0100: Makespan 466
c 364.2590: Makespan 467
c 364.4910: Makespan 468
c 364.7240: Makespan 469
c 364.9610: Makespan 470
c 365.1970: Makespan 471
c 365.4310: Makespan 472
c 365.6670: Makespan 473
c 365.9030: Makespan 474
c 366.1420: Makespan 475
c 366.3820: Makespan 476
c 366.6220: Makespan 477
c 366.8740: Makespan 478
c 367.1570: Makespan 479
c 367.4210: Makespan 480
c 367.6770: Makespan 481
c 367.9390: Makespan 482
c 368.2000: Makespan 483
c 368.4800: Makespan 484
c 368.7640: Makespan 485
c 369.0500: Makespan 486
c 369.3310: Makespan 487
c 369.6120: Makespan 488
c 369.9030: Makespan 489
c 370.1830: Makespan 490
c 370.4640: Makespan 491
c 370.7450: Makespan 492
c 371.0240: Makespan 493
c 371.3040: Makespan 494
c 371.5800: Makespan 495
c 371.8530: Makespan 496
c 372.1300: Makespan 497
c 372.4040: Makespan 498
c 372.6890: Makespan 499
c 372.9640: Makespan 500
c 373.2410: Makespan 501
c 373.5170: Makespan 502
c 373.7900: Makespan 503
c 374.0590: Makespan 504
c 374.3220: Makespan 505
c 374.5830: Makespan 506
c 374.8390: Makespan 507
c 375.1070: Makespan 508
c 375.3820: Makespan 509
c 375.6520: Makespan 510
c 375.9220: Makespan 511
c 376.1940: Makespan 512
c 376.4650: Makespan 513
c 376.7380: Makespan 514
c 377.0110: Makespan 515
c 384.0870: Makespan 516
c 384.3400: Makespan 517
c 384.6110: Makespan 518
c 384.8810: Makespan 519
c 385.1520: Makespan 520
c 385.4260: Makespan 521
c 385.7020: Makespan 522
c 385.9760: Makespan 523
c 386.2670: Makespan 524
c 386.5430: Makespan 525
c 386.8190: Makespan 526
c 387.0980: Makespan 527
c 387.3760: Makespan 528
c 387.6540: Makespan 529
c 387.9350: Makespan 530
c 388.2140: Makespan 531
c 388.4920: Makespan 532
c 388.7700: Makespan 533
c 389.0500: Makespan 534
c 389.3390: Makespan 535
c 389.6200: Makespan 536
c 389.9020: Makespan 537
c 390.1830: Makespan 538
c 390.4680: Makespan 539
c 390.7510: Makespan 540
c 391.0340: Makespan 541
c 392.3390: Makespan 542
c 392.6230: Makespan 543
c 392.9050: Makespan 544
c 393.1900: Makespan 545
c 393.4750: Makespan 546
c 393.7570: Makespan 547
c 394.0420: Makespan 548
c 394.3280: Makespan 549
c 394.6280: Makespan 550
c 394.9140: Makespan 551
c 395.2000: Makespan 552
c 395.4880: Makespan 553
c 395.7740: Makespan 554
c 396.0610: Makespan 555
c 396.3510: Makespan 556
c 396.6410: Makespan 557
c 396.9290: Makespan 558
c 397.2180: Makespan 559
c 397.5210: Makespan 560
c 397.8090: Makespan 561
c 398.0990: Makespan 562
c 398.3900: Makespan 563
c 398.6840: Makespan 564
c 398.9760: Makespan 565
c 399.2710: Makespan 566
c 399.5650: Makespan 567
c 399.8590: Makespan 568
c 400.1540: Makespan 569
c 400.4590: Makespan 570
c 400.7580: Makespan 571
c 401.0550: Makespan 572
c 401.3500: Makespan 573
c 401.6490: Makespan 574
c 401.9460: Makespan 575
c 402.2420: Makespan 576
c 402.5410: Makespan 577
c 402.8430: Makespan 578
c 403.1460: Makespan 579
c 403.4440: Makespan 580
c 403.7460: Makespan 581
c 404.0480: Makespan 582
c 404.3500: Makespan 583
c 404.6530: Makespan 584
c 404.9580: Makespan 585
c 405.2610: Makespan 586
c 405.5730: Makespan 587
c 405.8780: Makespan 588
c 406.1830: Makespan 589
c 406.4920: Makespan 590
c 406.7980: Makespan 591
c 407.1040: Makespan 592
c 407.4120: Makespan 593
c 407.7190: Makespan 594
c 408.0250: Makespan 595
c 408.3410: Makespan 596
c 408.6490: Makespan 597
c 408.9570: Makespan 598
c 409.2710: Makespan 599
c 409.5810: Makespan 600
c 409.8920: Makespan 601
c 410.2050: Makespan 602
c 410.5170: Makespan 603
c 410.8360: Makespan 604
c 411.1490: Makespan 605
c 411.4640: Makespan 606
c 411.7770: Makespan 607
c 412.0910: Makespan 608
c 412.4070: Makespan 609
c 412.7240: Makespan 610
c 413.0420: Makespan 611
c 413.3590: Makespan 612
c 413.6900: Makespan 613
c 414.0110: Makespan 614
c 414.3290: Makespan 615
c 414.6470: Makespan 616
c 414.9670: Makespan 617
c 415.2860: Makespan 618
c 415.6070: Makespan 619
c 415.9360: Makespan 620
c 416.2660: Makespan 621
c 416.5890: Makespan 622
c 416.9150: Makespan 623
c 417.2390: Makespan 624
c 417.5630: Makespan 625
c 417.8900: Makespan 626
c 418.2190: Makespan 627
c 418.5430: Makespan 628
c 418.8690: Makespan 629
c 419.1940: Makespan 630
c 419.5170: Makespan 631
c 419.8440: Makespan 632
c 420.1710: Makespan 633
c 420.4990: Makespan 634
c 420.8300: Makespan 635
c 421.1600: Makespan 636
c 421.5040: Makespan 637
c 421.8340: Makespan 638
c 422.1640: Makespan 639
c 422.4940: Makespan 640
c 422.8280: Makespan 641
c 423.1600: Makespan 642
c 423.4930: Makespan 643
c 423.8270: Makespan 644
c 424.1580: Makespan 645
c 424.5010: Makespan 646
c 424.8360: Makespan 647
c 425.1710: Makespan 648
c 425.5050: Makespan 649
c 425.8440: Makespan 650
c 426.1800: Makespan 651
c 426.5130: Makespan 652
c 426.8510: Makespan 653
c 427.1990: Makespan 654
c 427.5370: Makespan 655
c 427.8770: Makespan 656
c 428.2150: Makespan 657
c 428.5560: Makespan 658
c 428.8980: Makespan 659
c 429.2380: Makespan 660
c 429.5780: Makespan 661
c 429.9380: Makespan 662
c 430.2810: Makespan 663
c 430.6270: Makespan 664
c 430.9740: Makespan 665
c 431.3220: Makespan 666
c 431.6680: Makespan 667
c 432.0150: Makespan 668
c 432.3650: Makespan 669
c 432.7120: Makespan 670
c 433.0720: Makespan 671
c 433.4230: Makespan 672
c 433.7710: Makespan 673
c 434.1220: Makespan 674
c 434.4760: Makespan 675
c 434.8290: Makespan 676
c 435.1800: Makespan 677
c 435.5310: Makespan 678
c 435.8930: Makespan 679
c 436.2490: Makespan 680
c 436.6040: Makespan 681
c 436.9580: Makespan 682
c 437.3150: Makespan 683
c 437.6690: Makespan 684
c 438.0220: Makespan 685
c 438.3870: Makespan 686
c 438.7430: Makespan 687
c 439.0990: Makespan 688
c 439.4590: Makespan 689
c 439.8190: Makespan 690
c 440.1750: Makespan 691
c 440.5340: Makespan 692
c 440.8950: Makespan 693
c 441.2630: Makespan 694
c 441.6280: Makespan 695
c 441.9910: Makespan 696
c 442.3560: Makespan 697
c 442.7170: Makespan 698
c 443.0780: Makespan 699
c 443.4380: Makespan 700
c 443.8090: Makespan 701
c 444.1730: Makespan 702
c 444.5350: Makespan 703
c 444.9030: Makespan 704
c 445.2700: Makespan 705
c 445.6340: Makespan 706
c 446.0020: Makespan 707
c 446.3810: Makespan 708
c 446.7490: Makespan 709
c 447.1220: Makespan 710
c 447.4950: Makespan 711
c 447.8650: Makespan 712
c 448.2380: Makespan 713
c 448.6110: Makespan 714
c 448.9890: Makespan 715
c 449.3610: Makespan 716
c 449.7330: Makespan 717
c 450.1080: Makespan 718
c 450.4830: Makespan 719
c 450.8590: Makespan 720
c 451.2360: Makespan 721
c 451.6200: Makespan 722
c 452.0010: Makespan 723
c 452.3790: Makespan 724
c 452.7650: Makespan 725
c 453.1430: Makespan 726
c 453.5220: Makespan 727
c 453.9040: Makespan 728
c 454.2920: Makespan 729
c 468.3790: Makespan 730
c 468.7580: Makespan 731
c 469.1400: Makespan 732
c 469.5200: Makespan 733
c 469.9360: Makespan 734
c 470.3200: Makespan 735
c 470.7020: Makespan 736
c 562.1740: Makespan 737
c 569.3440: Makespan 738
c 569.8410: Makespan 739
c 570.2610: Makespan 740
c 570.6700: Makespan 741
c 1845.1280: Makespan 742
c 1845.4990: Makespan 743
c 1845.8680: Makespan 744
c 1846.2380: Makespan 745
c 1846.6130: Makespan 746
c 1846.9730: Makespan 747
c 1847.3390: Makespan 748
c 1847.7030: Makespan 749
c 1848.0690: Makespan 750
c 1848.4340: Makespan 751
c 1848.7950: Makespan 752
c 1849.1620: Makespan 753
c 1849.5330: Makespan 754
c 1849.9000: Makespan 755
c 1850.2600: Makespan 756
c 1850.6280: Makespan 757
c 1850.9970: Makespan 758
c 1851.3690: Makespan 759
c 1851.7310: Makespan 760
c 1852.0980: Makespan 761
c 1852.4660: Makespan 762
c 1852.8280: Makespan 763
c 1853.1980: Makespan 764
c 1853.5650: Makespan 765
c 1853.9430: Makespan 766
c 1854.3060: Makespan 767
c 1856.7130: Makespan 768
c 1857.0850: Makespan 769
c 1857.4490: Makespan 770
c 1857.8230: Makespan 771
c 1858.1900: Makespan 772
c 1858.5640: Makespan 773
c 1858.9400: Makespan 774
c 1859.3210: Makespan 775
c 1859.6910: Makespan 776
c 1860.0700: Makespan 777
c 1860.4400: Makespan 778
c 1860.8170: Makespan 779
c 1861.1950: Makespan 780
c 1861.5730: Makespan 781
c 1861.9510: Makespan 782
c 1862.3310: Makespan 783
c 1862.7030: Makespan 784
c 1863.0820: Makespan 785
c 1863.4630: Makespan 786
c 1863.8450: Makespan 787
c 1864.2200: Makespan 788
c 1864.5990: Makespan 789
c 1864.9800: Makespan 790
c 1865.3610: Makespan 791
c 1865.7450: Makespan 792
c 1866.1190: Makespan 793
c 1866.5010: Makespan 794
c 1866.8900: Makespan 795
c 1867.2650: Makespan 796
c 1867.6530: Makespan 797
c 1868.0390: Makespan 798
c 1868.4180: Makespan 799
c 1868.8090: Makespan 800
c 1869.1860: Makespan 801
c 1869.5730: Makespan 802
c 1869.9590: Makespan 803
c 1870.3490: Makespan 804
c 1870.7290: Makespan 805
c 1871.1170: Makespan 806
c 1871.5050: Makespan 807
c 1871.9020: Makespan 808
c 1872.2850: Makespan 809
c 1872.6750: Makespan 810
c 1873.0630: Makespan 811
c 1873.4530: Makespan 812
c 1873.8430: Makespan 813
c 1874.2340: Makespan 814
c 1874.6260: Makespan 815
c 1875.0210: Makespan 816
c 1875.4180: Makespan 817
c 1875.8070: Makespan 818
c 1876.2050: Makespan 819
c 1876.5990: Makespan 820
c 1876.9960: Makespan 821
c 1877.3920: Makespan 822
c 1877.7870: Makespan 823
c 1878.1780: Makespan 824
c 1878.5760: Makespan 825
c 1878.9720: Makespan 826
c 1879.3790: Makespan 827
c 1879.7710: Makespan 828
c 1880.1730: Makespan 829
c 1880.5650: Makespan 830
c 1880.9660: Makespan 831
c 1881.3730: Makespan 832
c 1881.7640: Makespan 833
c 1882.1680: Makespan 834
c 1882.5700: Makespan 835
c 1882.9730: Makespan 836
c 2219.7860: Makespan 837
c 2219.9370: Makespan 838
c 2220.0830: Makespan 839
c 2220.2280: Makespan 840
c 2220.3820: Makespan 841
c 2220.5270: Makespan 842
c 2220.6730: Makespan 843
c 2220.8260: Makespan 844
c 2220.9720: Makespan 845
c 2221.1190: Makespan 846
c 2221.2730: Makespan 847
c 2221.4200: Makespan 848
c 2221.5670: Makespan 849
c 2221.7230: Makespan 850
c 2221.8700: Makespan 851
c 2222.0180: Makespan 852
c 2222.1660: Makespan 853
c 2222.3190: Makespan 854
c 2222.4670: Makespan 855
c 2222.6150: Makespan 856
c 2222.7790: Makespan 857
c 2222.9280: Makespan 858
c 2223.0760: Makespan 859
c 2223.2240: Makespan 860
c 2223.3730: Makespan 861
c 2223.5330: Makespan 862
c 2223.6820: Makespan 863
c 2223.8310: Makespan 864
c 2223.9900: Makespan 865
c 2224.1400: Makespan 866
c 2224.2900: Makespan 867
c 2224.4390: Makespan 868
c 2224.6020: Makespan 869
c 2224.7520: Makespan 870
c 2224.9020: Makespan 871
c 2225.0520: Makespan 872
c 2225.2030: Makespan 873
c 2225.3640: Makespan 874
c 2225.5150: Makespan 875
c 2225.6660: Makespan 876
c 2225.8170: Makespan 877
c 2225.9770: Makespan 878
c 2226.1290: Makespan 879
c 2226.2800: Makespan 880
c 2226.4400: Makespan 881
c 2226.5920: Makespan 882
c 2226.7450: Makespan 883
c 2226.9050: Makespan 884
c 2227.0570: Makespan 885
c 2227.2110: Makespan 886
c 2227.3720: Makespan 887
c 2227.5250: Makespan 888
c 2227.6790: Makespan 889
c 2227.8430: Makespan 890
c 2227.9980: Makespan 891
c 2228.1510: Makespan 892
c 2228.3050: Makespan 893
c 2228.4650: Makespan 894
c 2228.6190: Makespan 895
c 2228.7740: Makespan 896
c 2228.9330: Makespan 897
c 2229.0880: Makespan 898
c 2229.2440: Makespan 899
c 2229.4040: Makespan 900
c 2229.5600: Makespan 901
c 2229.7160: Makespan 902
c 2229.8810: Makespan 903
c 2230.0380: Makespan 904
c 2230.2030: Makespan 905
c 2230.3600: Makespan 906
c 2230.5170: Makespan 907
c 2230.6810: Makespan 908
c 2230.8390: Makespan 909
c 2230.9960: Makespan 910
c 2231.1630: Makespan 911
c 2231.3200: Makespan 912
c 2231.4780: Makespan 913
c 2231.6360: Makespan 914
c 2231.8060: Makespan 915
c 2231.9640: Makespan 916
c 2232.1220: Makespan 917
c 2232.2880: Makespan 918
c 2232.4470: Makespan 919
c 2232.6050: Makespan 920
c 2232.7630: Makespan 921
c 2232.9280: Makespan 922
c 2233.0870: Makespan 923
c 2233.2460: Makespan 924
c 2233.4130: Makespan 925
c 2233.5730: Makespan 926
c 2233.7320: Makespan 927
c 2233.8980: Makespan 928
c 2234.0580: Makespan 929
c 2234.2180: Makespan 930
c 2234.3850: Makespan 931
c 2234.5440: Makespan 932
c 2234.7050: Makespan 933
c 2234.8720: Makespan 934
c 2235.0330: Makespan 935
c 2235.1940: Makespan 936
c 2235.3640: Makespan 937
c 2235.5250: Makespan 938
c 2235.6860: Makespan 939
c 2235.8480: Makespan 940
c 2236.0100: Makespan 941
c 2236.1880: Makespan 942
c 2236.3500: Makespan 943
c 2236.5120: Makespan 944
c 2236.6740: Makespan 945
c 2236.8470: Makespan 946
c 2237.0100: Makespan 947
c 2237.1730: Makespan 948
c 2237.3360: Makespan 949
c 2237.5090: Makespan 950
c 2237.6720: Makespan 951
c 2237.8360: Makespan 952
c 2238.0130: Makespan 953
c 2238.1770: Makespan 954
c 2238.3410: Makespan 955
